Fiscal_Year,Library,County,AENGLC_Rank,Population_of_Service_Area,Total_Library_Visits,Total_Registered_Borrowers,Percent_of_Residents_with_Library_Cards,Reference_Questions,Total_Circulation,Total_Programs_(Synchronous_+_Prerecorded),Total_Program_Attendance_&_Views,Total_Collection,Total_Operating_Income,Town_Tax_Appropriation_for_Library,Tax_Appropriation_Per_Capita_Served,Wages_&_Salaries_Expenditures,Operating_Expenditures,Operating_Expenditures_Per_Capita,Visits_per_Borrower,References_per_Borrower,Population_Group,Log_Population,Program_Attendance_per_Capita
1999,Burlington,Hartford,75.0,7892.0,43068.0,5000.0,0.63,,45826.0,100.0,1273.0,31516.0,147650.0,141305.0,18.54,86368.0,127143.0,16.1,8.6136,,Pequeña,8.973731569708402,0.1613025848960973
1999,Canaan - David Hunt,Litchfield,50.0,1052.0,15912.0,686.0,0.65,633.0,16815.0,129.0,2446.0,27064.0,69267.0,25000.0,23.61,37032.0,53451.0,50.8,23.19533527696793,0.922740524781341,Pequeña,6.959398512133975,2.3250950570342206
1999,Canterbury,Windham,150.0,4690.0,1701.0,836.0,0.18,1040.0,12353.0,4.0,80.0,11917.0,39593.0,38115.0,8.22,20050.0,33744.0,7.2,2.034688995215311,1.244019138755981,Pequeña,8.453401058328458,0.017057569296375266
1999,Canton,Hartford,56.0,8115.0,,8010.0,0.99,234.0,35094.0,77.0,750.0,48786.0,223820.0,214816.0,26.73,142821.0,197598.0,24.3,,0.029213483146067417,Pequeña,9.001592700945706,0.09242144177449169
1999,Chaplin,Windham,133.0,2258.0,1352.0,571.0,0.25,,5988.0,,,13202.0,31684.0,31405.0,14.2,17368.0,30527.0,13.5,2.3677758318739053,,Pequeña,7.7226775164680035,
1999,Cheshire,New Haven,59.0,26471.0,101052.0,23808.0,0.9,25059.0,289246.0,188.0,5917.0,113278.0,956753.0,875958.0,33.71,744796.0,956753.0,36.1,4.24445564516129,1.0525453629032258,Mediana,10.183842849601447,0.223527634014582
1999,Chester,Middlesex,62.0,3830.0,21000.0,2900.0,0.76,1172.0,33630.0,47.0,903.0,14961.0,62272.0,53786.0,14.16,44056.0,62272.0,16.3,7.241379310344827,0.40413793103448276,Pequeña,8.25088114470065,0.23577023498694516
1999,Clinton - Henry C. Hull,Middlesex,90.0,13111.0,,7497.0,0.57,2000.0,187777.0,25.0,1895.0,46227.0,434407.0,315100.0,24.06,222020.0,373595.0,28.5,,0.2667733760170735,Mediana,9.481283120423665,0.14453512317901
1999,Colchester - Cragin,New London,128.0,12709.0,50100.0,10290.0,0.81,4989.0,99622.0,278.0,5985.0,38836.0,230653.0,193988.0,15.24,126462.0,207346.0,16.3,4.868804664723032,0.48483965014577257,Mediana,9.4501443641835,0.47092611535132584
1999,Columbia - S.B. Little,Tolland,82.0,4841.0,9360.0,3528.0,0.73,12130.0,36739.0,34.0,770.0,31029.0,163447.0,148200.0,30.92,82647.0,146831.0,30.3,2.6530612244897958,3.438208616780045,Pequeña,8.485083137498004,0.15905804585829375
1999,Cornwall,Litchfield,10.0,1478.0,9100.0,650.0,0.44,,14394.0,14.0,125.0,15650.0,60355.0,4000.0,2.68,26213.0,61017.0,41.3,14.0,,Pequeña,7.2991214627108,0.08457374830852503
1999,Coventry - Booth Dim,Tolland,129.0,11077.0,50000.0,5388.0,0.49,2200.0,85758.0,198.0,3268.0,45126.0,205740.0,189250.0,17.35,112596.0,157312.0,14.2,9.279881217520416,0.4083147735708983,Mediana,9.31271643859305,0.2950257289879931
1999,Cromwell,Middlesex,95.0,12589.0,52416.0,5591.0,0.44,4572.0,78779.0,177.0,3860.0,59550.0,338527.0,333479.0,26.63,246338.0,350596.0,27.8,9.375067072080128,0.8177428009300661,Mediana,9.440658127038393,0.3066168877591548
1999,Danbury,Fairfield,76.0,13145.0,56297.0,5261.0,0.53,37000.0,383027.0,485.0,14238.0,112014.0,1754701.0,1554945.0,23.75,1157323.0,1729662.0,26.3,10.700817335107393,7.032883482227714,Mediana,9.483872808823522,1.0831494864967668
1999,Darien,Fairfield,3.0,18085.0,56297.0,16581.0,0.92,29251.0,80777.5,497.0,13783.0,158971.0,1871389.0,1368056.0,75.48,980075.0,1628400.0,90.0,3.3952716965201133,1.7641276159459622,Mediana,9.802893437300426,0.7621233066076859
1999,Deep River,Middlesex,83.0,4461.0,25614.0,2703.0,0.61,1125.0,27035.0,37.0,544.0,19509.0,78481.0,74886.0,16.81,51596.0,64398.0,14.4,9.476137624861265,0.416204217536071,Pequeña,8.403352374992478,0.12194575207352612
1999,Derby,New Haven,134.0,11942.0,22000.0,3464.0,0.29,1536.0,11402.0,119.0,3522.0,40886.0,304378.0,317954.0,26.67,159282.0,321588.0,26.9,6.351039260969977,0.44341801385681295,Mediana,9.387900611668426,0.2949254731200804
1999,Derby Neck,New Haven,134.0,11942.0,41650.0,1955.0,0.16,977.0,53503.0,55.0,1321.0,48372.0,256810.0,500.0,0.04,118310.0,200708.0,16.8,21.304347826086957,0.4997442455242967,Mediana,9.387900611668426,0.11061798693686149
1999,Durham,Middlesex,84.0,6555.0,73662.0,5028.0,0.77,15600.0,97629.0,167.0,2685.0,46178.0,316052.0,274341.0,42.99,170116.0,243716.0,37.2,14.65035799522673,3.1026252983293556,Pequeña,8.78813593986372,0.4096109839816934
1999,East Granby,Hartford,39.0,4438.0,25000.0,3704.0,0.83,655.0,32534.0,323.0,1817.0,26382.0,71887.0,51500.0,11.84,45121.0,67955.0,15.3,6.749460043196544,0.17683585313174946,Pequeña,8.398184404834035,0.40941865705272645
1999,East Haddam,Middlesex,86.0,7490.0,16304.0,4494.0,0.6,143.0,19147.0,145.0,2118.0,20597.0,84482.0,43440.0,5.91,42223.0,72277.0,9.6,3.627948375611927,0.03182020471740098,Pequeña,8.921457578947884,0.2827770360480641
1999,East Hampton,Middlesex,105.0,11052.0,44044.0,8438.0,0.76,4376.0,64926.0,259.0,4221.0,42600.0,301100.0,291037.0,26.47,207747.0,285495.0,25.8,5.219720312870348,0.5186063048115668,Mediana,9.310457163310955,0.38192182410423453
1999,East Hartford,Hartford,137.0,47369.0,191564.0,15156.0,0.32,21670.0,156870.0,317.0,8703.0,216067.0,887090.0,812514.0,17.03,545864.0,771589.0,16.3,12.639482713116918,1.4297967801530747,Mediana,10.765744395917798,0.18372775443855685
1999,East Haven - Hagaman,New Haven,144.0,26740.0,79900.0,19500.0,0.73,16530.0,128419.0,118.0,2293.0,59960.0,550777.0,491234.0,18.49,303950.0,429237.0,16.1,4.097435897435897,0.8476923076923077,Mediana,10.193953247114495,0.08575168287210172
1999,East Lyme,New London,79.0,15824.0,75000.0,,,17400.0,165099.0,,,92182.0,721105.0,657000.0,40.63,410129.0,606336.0,38.3,,,Mediana,9.669346247012378,
1999,East Windsor - Warehouse,Hartford,124.0,10026.0,28993.0,3348.0,0.33,,50497.0,207.0,3833.0,32892.0,288019.0,105000.0,10.61,152982.0,236746.0,23.6,8.659796893667862,,Mediana,9.213036733523925,0.3823060043885897
1999,Eastford,Windham,115.0,1450.0,4553.0,400.0,0.28,200.0,8669.0,1.0,46.0,11276.0,24329.0,23540.0,16.52,12600.0,19799.0,13.7,11.3825,0.5,Pequeña,7.280008252884188,0.031724137931034485
1999,Easton,Fairfield,9.0,6745.0,65584.0,3925.0,0.58,9152.0,81925.0,290.0,5224.0,52970.0,338216.0,308702.0,46.97,178579.0,271472.0,40.2,16.709299363057326,2.33171974522293,Pequeña,8.816705015621595,0.7744996293550779
1999,Ellington - Hall,Tolland,110.0,11741.0,91706.0,5774.0,0.49,5280.0,108908.0,159.0,2980.0,46183.0,360530.0,329361.0,28.42,184011.0,275753.0,23.5,15.882577069622446,0.914444059577416,Mediana,9.37092743662413,0.2538114300315135
1999,Enfield,Hartford,130.0,43099.0,218999.0,18184.0,0.42,30516.0,255184.0,430.0,6691.0,153140.0,856063.0,842942.0,19.54,622675.0,816938.0,19.0,12.043499780026396,1.678178618565772,Mediana,10.671278276091838,0.15524722151326018
1999,Essex,Middlesex,28.0,6143.0,38200.0,4775.0,0.78,5590.0,41522.0,19.0,950.0,25265.0,256359.0,59000.0,9.62,103780.0,158239.0,25.8,8.0,1.1706806282722513,Pequeña,8.723231274827508,0.15464756633566662
1999,Essex - Ivoryton,Middlesex,28.0,,15000.0,2500.0,0.41,,12000.0,20.0,255.0,7140.0,44889.0,34687.0,5.66,17759.0,43091.0,7.0,6.0,,,,
1999,Fairfield,Fairfield,23.0,53740.0,56297.0,5261.0,0.85,5832.0,80777.5,502.0,18609.0,58039.0,473641.5,386715.0,52.94,281623.0,2272574.0,42.3,10.700817335107393,1.1085344991446493,Grande,10.89193149010949,0.3462783773725344
1999,Fairfield - Pequot,Fairfield,23.0,,89304.0,1775.0,0.03,5103.0,52332.0,193.0,9152.0,134024.0,777924.0,251000.0,4.69,311939.0,572491.0,10.7,50.31211267605634,2.8749295774647887,,,
1999,Farmington,Hartford,29.0,21161.0,196616.0,10664.0,0.5,5832.0,325958.0,933.0,23695.0,165035.0,2073386.0,1438856.0,69.26,955509.0,1363122.0,64.4,18.43735933983496,0.5468867216804201,Mediana,9.959962399464107,1.1197485941118095
1999,Glastonbury - Wells-T.,Hartford,41.0,28832.0,226176.0,15574.0,0.54,20331.0,349886.0,99.0,4946.0,123004.0,962083.0,888901.0,31.44,573486.0,786961.0,27.3,14.52266598176448,1.3054449723898807,Mediana,10.269275843491394,0.17154550499445062
1999,"Glastonbury, East",Hartford,41.0,,11500.0,920.0,0.03,99.0,17080.0,236.0,4800.0,17167.0,22660.0,5000.0,0.18,,15350.0,0.5,12.5,0.10760869565217392,,,
1999,Goshen,Litchfield,30.0,2460.0,4235.0,1568.0,0.64,657.0,14871.0,24.0,398.0,33633.0,41390.0,53618.0,21.98,20695.0,35315.0,14.4,2.700892857142857,0.4190051020408163,Pequeña,7.8083230503910555,0.16178861788617885
1999,Granby,Hartford,68.0,9592.0,68644.0,6296.0,0.66,13900.0,129716.0,245.0,4812.0,60116.0,305932.0,305932.0,32.55,251456.0,334967.0,34.9,10.90279542566709,2.207750952986023,Pequeña,9.168788944817948,0.5016680567139282
1999,Greenwich,Fairfield,1.0,13145.0,,5261.0,0.78,5832.0,80777.5,,5203.0,58039.0,473641.5,386715.0,32.224999999999994,281623.0,470742.5,73.5,,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
1999,Greenwich - Perrot,Fairfield,1.0,,218000.0,,,10030.0,179554.0,150.0,3201.0,59412.0,924913.0,846458.0,14.51,725486.0,910183.0,15.6,,,,,
1999,Griswold - Slater,New London,160.0,14384.0,18564.0,4473.0,0.31,2028.0,22171.0,19.0,845.0,20392.0,145875.0,72520.0,4.97,36031.0,64770.0,4.5,4.150234741784038,0.4533869885982562,Mediana,9.573941275985648,0.05874582869855395
1999,Groton,New London,135.0,41284.0,56297.0,5261.0,0.87,5832.0,346156.0,397.0,10610.0,126939.0,1471451.0,1419207.0,33.06,1070347.0,1441595.0,34.9,10.700817335107393,1.1085344991446493,Mediana,10.628254516851529,0.25700029066950875
1999,Groton - Bill,New London,135.0,41284.0,13000.0,800.0,0.02,,16300.0,,,20000.0,128836.0,10000.0,0.23,60756.0,124568.0,3.0,16.25,,Mediana,10.628254516851529,
1999,Groton - Mystic,New London,135.0,,60000.0,7317.0,0.18,,90855.0,64.0,283.0,45846.0,371677.0,151420.0,3.53,186036.0,296569.0,7.2,8.200082000820009,,,,
1999,Guilford,New Haven,43.0,20239.0,,17100.0,0.84,43000.0,259115.0,455.0,10420.0,127462.0,814419.0,701391.0,35.21,593477.0,753526.0,37.2,,2.5146198830409356,Mediana,9.915416123401402,0.514847571520332
1999,Haddam - Brainerd,Middlesex,36.0,7210.0,32391.0,4735.0,0.66,,26949.0,141.0,2120.0,26410.0,171441.0,127130.0,17.77,78468.0,142452.0,19.8,6.840760295670538,,Pequeña,8.88336291691676,0.29403606102635227
1999,Hamden,New Haven,112.0,53011.0,56297.0,5261.0,0.79,17940.0,444337.0,281.0,6389.0,173377.0,1513092.0,1434186.0,26.98,1145819.0,1507332.0,28.4,10.700817335107393,3.4099980992206804,Grande,10.878273582000569,0.12052215577898927
1999,Hampton - Fletcher,Windham,131.0,1636.0,1942.0,962.0,0.59,75.0,3856.0,2.0,,32835.0,12894.0,4000.0,2.5,3500.0,9155.0,5.6,2.0187110187110187,0.07796257796257797,Pequeña,7.400620577371135,
1999,Hartford,Hartford,164.0,13145.0,56297.0,5261.0,0.37,5832.0,80777.5,270.0,5203.0,58039.0,473641.5,386715.0,39.12,281623.0,470742.5,42.6,10.700817335107393,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
1999,Harwinton,Litchfield,81.0,5405.0,18000.0,3029.0,0.56,945.0,39003.0,114.0,2050.0,28142.0,101481.0,84583.0,15.8,64532.0,104856.0,19.4,5.942555298778474,0.3119841531858699,Pequeña,8.595264726836392,0.3792784458834413
1999,Hebron - Douglas,Tolland,102.0,8043.0,40573.0,5072.0,0.63,3825.0,59113.0,147.0,4214.0,31518.0,258437.0,105000.0,13.48,118281.0,217840.0,27.1,7.999408517350158,0.7541403785488959,Pequeña,8.992681750892542,0.5239338555265448
1999,Kent,Litchfield,37.0,3067.0,35000.0,2225.0,0.73,950.0,24407.0,160.0,2500.0,22732.0,117048.0,55000.0,17.95,52760.0,79812.0,26.0,15.730337078651685,0.42696629213483145,Pequeña,8.028781162487146,0.8151287903488751
1999,Killingly,Windham,153.0,16057.0,105000.0,5972.0,0.37,4554.0,123818.0,152.0,3677.0,51718.0,487948.0,456135.0,28.28,255452.0,417568.0,26.0,17.582049564634964,0.7625586068318821,Mediana,9.68396244674463,0.2289966992588902
1999,Killingworth,Middlesex,73.0,5694.0,33101.0,3033.0,0.53,1989.0,51732.0,73.0,726.0,27033.0,162688.0,95000.0,17.43,62097.0,134238.0,23.6,10.913616880975932,0.655786350148368,Pequeña,8.647343875881283,0.12750263435194942
1999,Lebanon - JonTrumbull,New London,127.0,6271.0,56000.0,4800.0,0.77,1950.0,55452.0,98.0,2700.0,43690.0,108477.0,80000.0,12.52,53270.0,80026.0,12.8,11.666666666666666,0.40625,Pequeña,8.743850562030243,0.430553340774996
1999,Ledyard,New London,120.0,14462.0,97705.0,7751.0,0.54,11094.0,153649.0,399.0,7984.0,87775.0,473339.0,451135.0,30.4,284559.0,445028.0,30.8,12.60547026190169,1.4312991872016514,Mediana,9.579348943073732,0.552067487207855
1999,Litchfield - OWL,Litchfield,65.0,8747.0,35483.0,3271.0,0.37,2958.0,66724.0,,2552.0,46513.0,459258.0,150727.0,17.47,182361.0,288759.0,33.0,10.847752980739834,0.9043106083766432,Pequeña,9.076580381796658,0.2917571738881902
1999,"Litchfield, Gilbert",Litchfield,65.0,,3000.0,311.0,0.04,,3000.0,4.0,100.0,8860.0,17813.0,14000.0,1.62,8100.0,14443.0,1.7,9.646302250803858,,,,
1999,Lyme,New London,14.0,1969.0,11711.0,973.0,0.49,947.0,15931.0,48.0,633.0,24750.0,94619.0,67399.0,33.48,51832.0,80996.0,41.1,12.035971223021583,0.9732785200411099,Pequeña,7.585788821732034,0.3214829862874556
1999,Madison - E.C.Scranton,New Haven,25.0,16197.0,,9358.0,0.58,22984.0,193443.0,374.0,7276.0,90607.0,789300.0,642909.0,40.29,348192.0,594980.0,36.7,,2.456080359051079,Mediana,9.692643056808935,0.44921899117120456
1999,Manchester,Hartford,123.0,51657.0,56297.0,23799.0,0.46,41348.0,80777.5,572.0,14228.0,195558.0,1921434.0,1883857.0,36.75,1093749.0,1413663.0,27.4,2.3655195596453633,1.737383923694273,Grande,10.852400351227539,0.27543217763323463
1999,Mansfield,Tolland,168.0,19061.0,104040.0,5447.0,0.29,4255.0,203728.0,244.0,6180.0,62190.0,463456.0,404770.0,21.23,295270.0,428504.0,22.5,19.100422250780245,0.7811639434551129,Mediana,9.855452103497571,0.3242222338806988
1999,Marlborough-Richmond,Hartford,92.0,5754.0,49100.0,3316.0,0.58,2514.0,110346.0,52.0,4243.0,30386.0,243835.0,185377.0,32.97,116755.0,219343.0,38.1,14.806996381182147,0.7581423401688782,Pequeña,8.657824321155983,0.7374000695168579
1999,Meriden,New Haven,155.0,13145.0,280000.0,5261.0,0.78,5832.0,434195.0,386.0,5203.0,58039.0,1533746.0,1486109.0,26.07,1119952.0,1355155.0,23.9,53.2218209465881,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
1999,Middlebury,New Haven,31.0,6069.0,50000.0,5169.0,0.85,6900.0,82779.0,337.0,5678.0,48417.0,236992.0,232886.0,38.81,134961.0,212886.0,35.1,9.67305088024763,1.3348810214741729,Pequeña,8.711113884053544,0.9355742296918768
1999,Middlefield - Levi Coe,Middlesex,89.0,4107.0,23004.0,2644.0,0.64,1524.0,28666.0,226.0,3490.0,24052.0,153228.0,134710.0,33.05,77215.0,121827.0,29.7,8.700453857791226,0.5763993948562783,Pequeña,8.32069157104845,0.8497686876065255
1999,Middletown - Russell,Middlesex,108.0,43640.0,296449.0,5261.0,0.71,5832.0,80777.5,435.0,16746.0,190668.0,2296972.0,2134207.0,49.06,281623.0,2080115.0,47.7,56.3484128492682,1.1085344991446493,Mediana,10.683752354441571,0.38373052245646194
1999,Milford,New Haven,72.0,50027.0,,5261.0,0.62,39873.0,253640.0,35.0,6335.0,136067.0,806759.0,780943.0,15.74,588199.0,803858.0,16.1,,7.578977380726098,Grande,10.820338127668798,0.12663161892578007
1999,Monroe - Edith Wheeler,Fairfield,55.0,18566.0,124380.0,10809.0,0.58,16284.0,148195.0,196.0,4685.0,77398.0,468045.0,427516.0,23.77,283394.0,440369.0,23.7,11.50707743547044,1.5065223424923675,Mediana,9.829141090407472,0.25234299256705806
1999,Montville - Raymond,New London,122.0,16618.0,15507.0,7946.0,0.48,1922.0,30506.0,6.0,195.0,23683.0,90778.0,21000.0,1.23,43430.0,67888.0,4.1,1.9515479486534104,0.24188270828089606,Mediana,9.718301898127523,0.011734264051029005
1999,Morris,Litchfield,49.0,2099.0,15000.0,1050.0,0.5,536.0,24491.0,53.0,757.0,15400.0,68312.0,48352.0,22.9,47831.0,59766.0,28.5,14.285714285714286,0.5104761904761905,Pequeña,7.649692623711514,0.3606479275845641
1999,Naugatuck - Howard W.,New Haven,152.0,30231.0,137040.0,10985.0,0.36,12664.0,84511.0,189.0,2631.0,63707.0,648371.0,486765.0,16.1,326751.0,516236.0,17.1,12.475193445607648,1.1528447883477468,Mediana,10.316656245029325,0.08702987000099235
1999,New Britain,Hartford,167.0,13145.0,275291.0,22990.0,0.33,36189.0,322819.0,270.0,5203.0,58039.0,2388441.0,2162958.0,30.49,1446609.0,2038387.0,28.9,11.974380165289256,1.5741191822531535,Mediana,9.483872808823522,0.39581589958158997
1999,New Canaan,Fairfield,2.0,18067.0,56297.0,17756.0,0.98,40408.0,356164.0,760.0,19726.0,157676.0,1550850.0,1204474.0,67.21,869964.0,1338369.0,74.1,3.1705902230232033,2.2757377787790043,Mediana,9.801897696774494,1.091824874079814
1999,New Fairfield,Fairfield,46.0,13517.0,97396.0,13610.0,1.01,,140045.0,158.0,3476.0,51477.0,352983.0,335124.0,25.07,246252.0,331521.0,24.5,7.156208670095518,,Mediana,9.511777409660299,0.25715765332544205
1999,New Hartford-Licia M.B.,Litchfield,80.0,6123.0,52500.0,4047.0,0.66,,66919.0,185.0,3000.0,29147.0,323987.0,141625.0,23.28,168448.0,270055.0,44.1,12.972572275759822,,Pequeña,8.719970756777574,0.4899559039686428
1999,New Haven,New Haven,166.0,13145.0,56297.0,6974.0,0.06,5832.0,207782.0,840.0,5203.0,58039.0,473641.5,386715.0,26.42,281623.0,470742.5,25.3,8.072411815314023,0.8362489245770003,Mediana,9.483872808823522,0.39581589958158997
1999,New London,New London,163.0,23869.0,278024.0,24574.0,1.03,32986.0,147118.0,381.0,7189.0,85563.0,548983.0,495500.0,19.61,279618.0,406709.0,17.0,11.313746235859037,1.3423130137543746,Mediana,10.080377719332876,0.3011856382755876
1999,New Milford,Litchfield,67.0,25512.0,56297.0,11792.0,0.46,16699.0,233970.0,554.0,12590.0,88954.0,812174.0,753912.0,29.75,495049.0,822887.0,32.3,4.774168928086839,1.416129579375848,Mediana,10.146943405162215,0.49349325807463157
1999,Newington - LucyWelles,Hartford,93.0,28346.0,56297.0,13816.0,0.49,5832.0,409421.0,663.0,20617.0,115951.0,1298437.0,1258814.0,44.71,868918.0,1195452.0,42.2,4.07476838448176,0.42211928199189347,Mediana,10.252276483450736,0.7273336625978974
1999,Newtown - Cyr.Booth,Fairfield,40.0,23469.0,144000.0,20407.0,0.87,5832.0,145817.0,428.0,10699.0,73556.0,733913.0,579567.0,25.75,356983.0,614010.0,26.2,7.05640221492625,0.28578428970451314,Mediana,10.063478288845069,0.45587796667944946
1999,Norfolk,Litchfield,48.0,2026.0,24534.0,1291.0,0.64,300.0,33313.0,144.0,,28501.0,177749.0,1000.0,0.49,84209.0,150464.0,74.3,19.003872966692487,0.23237800154918667,Pequeña,7.614312146452,
1999,North Branford,New Haven,101.0,13967.0,49400.0,8372.0,0.6,4687.0,115523.0,192.0,,64030.0,418720.0,399568.0,29.13,241758.0,357976.0,25.6,5.900621118012422,0.559842331581462,Mediana,9.544524278079383,
1999,North Canaan - Douglas,Litchfield,118.0,3431.0,10868.0,,,550.0,13780.0,3.0,492.0,19133.0,60516.0,42435.0,12.22,35969.0,50045.0,14.6,,,Pequeña,8.140898460607852,0.14339842611483533
1999,North Haven,New Haven,38.0,22148.0,58292.0,19400.0,0.88,12231.0,146622.0,148.0,4815.0,101159.0,667746.0,629908.0,28.61,444552.0,597127.0,27.0,3.004742268041237,0.6304639175257732,Mediana,10.005547627727275,0.21740111973993137
1999,North Stonington-Wheeler,New London,107.0,4882.0,58500.0,3655.0,0.75,3433.0,45168.0,162.0,4777.0,38877.0,77915.0,15000.0,3.01,47738.0,73844.0,15.1,16.00547195622435,0.9392612859097127,Pequeña,8.49351506406166,0.9784924211388775
1999,Norwalk,Fairfield,42.0,13145.0,56297.0,,,5832.0,447333.0,250.0,6994.0,58039.0,473641.5,386715.0,34.33,281623.0,2305702.0,29.5,,,Mediana,9.483872808823522,0.5320654241156333
1999,"Norwalk, Rowayton",Fairfield,42.0,,,4533.0,0.06,,27844.0,64.0,3787.0,29911.0,122703.0,101000.0,1.3,79222.0,119081.0,1.5,,,,,
1999,Norwich - Otis,New London,159.0,37227.0,110000.0,18049.0,0.48,18401.0,195125.0,80.0,2317.0,99143.0,902838.0,696000.0,18.06,551031.0,757399.0,20.3,6.094520472048313,1.0195024655105547,Mediana,10.524816445305602,0.062239772208343404
1999,Old Lyme - Phoebe,New London,22.0,6446.0,79538.0,5838.0,0.91,3179.0,75692.0,332.0,4314.0,39402.0,361696.0,135000.0,20.55,193708.0,342453.0,53.1,13.624186365193559,0.5445357999314834,Pequeña,8.77137018531062,0.6692522494570277
1999,Old Saybrook - Acton,Middlesex,24.0,9739.0,131201.0,4959.0,0.51,3471.0,170702.0,127.0,7216.0,59470.0,357557.0,353029.0,36.28,203715.0,292356.0,30.0,26.45714861867312,0.6999395039322444,Pequeña,9.18399639663658,0.7409384947119827
1999,Orange - Case,New Haven,26.0,12426.0,64288.0,10959.0,0.88,8437.0,114862.0,57.0,1785.0,75793.0,362173.0,371132.0,29.83,204410.0,331077.0,26.6,5.866228670499133,0.7698695136417556,Mediana,9.427626803805994,0.14365041042974408
1999,Oxford,New Haven,87.0,9279.0,15000.0,3200.0,0.34,3290.0,21200.0,37.0,430.0,25835.0,118791.0,149370.0,16.56,91439.0,140167.0,15.1,4.6875,1.028125,Pequeña,9.135616825780247,0.046341200560405214
1999,Plainfield - Aldrich,Windham,161.0,14593.0,6760.0,4277.0,0.29,3380.0,20668.0,106.0,1567.0,28072.0,54363.0,44000.0,3.02,26009.0,44934.0,3.1,1.580547112462006,0.790273556231003,Mediana,9.588365764325566,0.10738025080518057
1999,Plainville,Hartford,114.0,16770.0,87590.0,6923.0,0.41,9806.0,160289.0,332.0,13005.0,95257.0,426899.0,412028.0,24.56,291645.0,442383.0,26.4,12.652029466994078,1.4164379604217825,Mediana,9.727406483331627,0.7754919499105546
1999,Plymouth - Terryville,Litchfield,143.0,12040.0,,4025.0,0.33,4742.0,60649.0,299.0,3897.0,51540.0,318541.0,302798.0,25.09,174095.0,257751.0,21.4,,1.178136645962733,Mediana,9.39607277189222,0.32367109634551494
1999,Pomfret,Windham,98.0,3442.0,6448.0,1893.0,0.55,426.0,12307.0,44.0,460.0,25355.0,36076.0,28554.0,8.54,18108.0,31312.0,9.1,3.4062334918119386,0.22503961965134706,Pequeña,8.144098463338524,0.1336432306798373
1999,Portland,Middlesex,96.0,8796.0,101057.0,4656.0,0.53,3996.0,171272.0,161.0,3363.0,77608.0,525559.0,499588.0,56.62,331599.0,473849.0,53.9,21.704682130584192,0.8582474226804123,Pequeña,9.082166033252674,0.38233287858117326
1999,Preston,New London,146.0,5024.0,13312.0,2193.0,0.44,2500.0,23800.0,92.0,1000.0,21268.0,112035.0,105185.0,20.56,63504.0,93550.0,18.6,6.070223438212494,1.1399908800729595,Pequeña,8.522180732927277,0.19904458598726116
